2025-03-17 15:55:09 0 [Note] Starting MariaDB 10.4.32-MariaDB source revision c4143f909528e3fab0677a28631d10389354c491 as process 11868
2025-03-17 15:55:09 0 [Note] InnoDB: Mutexes and rw_locks use Windows interlocked functions
2025-03-17 15:55:09 0 [Note] InnoDB: Uses event mutexes
2025-03-17 15:55:09 0 [Note] InnoDB: Compressed tables use zlib 1.3
2025-03-17 15:55:09 0 [Note] InnoDB: Number of pools: 1
2025-03-17 15:55:09 0 [Note] InnoDB: Using SSE2 crc32 instructions
2025-03-17 15:55:09 0 [Note] InnoDB: Initializing buffer pool, total size = 16M, instances = 1, chunk size = 16M
2025-03-17 15:55:09 0 [Note] InnoDB: Completed initialization of buffer pool
2025-03-17 15:55:09 0 [Note] InnoDB: Starting crash recovery from checkpoint LSN=300288
2025-03-17 15:55:10 0 [Note] InnoDB: 128 out of 128 rollback segments are active.
2025-03-17 15:55:10 0 [Note] InnoDB: Removed temporary tablespace data file: "ibtmp1"
2025-03-17 15:55:10 0 [Note] InnoDB: Creating shared tablespace for temporary tables
2025-03-17 15:55:10 0 [Note] InnoDB: Setting file 'D:\PROGRAMMING LANGUAGES\XAMPP\mysql\data\ibtmp1' size to 12 MB. Physically writing the file full; Please wait ...
2025-03-17 15:55:10 0 [Note] InnoDB: File 'D:\PROGRAMMING LANGUAGES\XAMPP\mysql\data\ibtmp1' size is now 12 MB.
2025-03-17 15:55:10 0 [Note] InnoDB: Waiting for purge to start
2025-03-17 15:55:10 0 [Note] InnoDB: 10.4.32 started; log sequence number 300297; transaction id 170
2025-03-17 15:55:10 0 [Note] InnoDB: Loading buffer pool(s) from D:\PROGRAMMING LANGUAGES\XAMPP\mysql\data\ib_buffer_pool
2025-03-17 15:55:10 0 [Note] Plugin 'FEEDBACK' is disabled.
2025-03-17 15:55:10 0 [Note] Server socket created on IP: '::'.
2025-03-17 17:38:29 0 [Note] Starting MariaDB 10.4.32-MariaDB source revision c4143f909528e3fab0677a28631d10389354c491 as process 9888
2025-03-17 17:38:29 0 [Note] InnoDB: Mutexes and rw_locks use Windows interlocked functions
2025-03-17 17:38:29 0 [Note] InnoDB: Uses event mutexes
2025-03-17 17:38:29 0 [Note] InnoDB: Compressed tables use zlib 1.3
2025-03-17 17:38:29 0 [Note] InnoDB: Number of pools: 1
2025-03-17 17:38:29 0 [Note] InnoDB: Using SSE2 crc32 instructions
2025-03-17 17:38:29 0 [Note] InnoDB: Initializing buffer pool, total size = 16M, instances = 1, chunk size = 16M
2025-03-17 17:38:29 0 [Note] InnoDB: Completed initialization of buffer pool
2025-03-17 17:38:29 0 [Note] InnoDB: Starting crash recovery from checkpoint LSN=300306
2025-03-17 17:38:30 0 [Note] InnoDB: 128 out of 128 rollback segments are active.
2025-03-17 17:38:30 0 [Note] InnoDB: Removed temporary tablespace data file: "ibtmp1"
2025-03-17 17:38:30 0 [Note] InnoDB: Creating shared tablespace for temporary tables
2025-03-17 17:38:30 0 [Note] InnoDB: Setting file 'D:\PROGRAMMING LANGUAGES\XAMPP\mysql\data\ibtmp1' size to 12 MB. Physically writing the file full; Please wait ...
2025-03-17 17:38:30 0 [Note] InnoDB: File 'D:\PROGRAMMING LANGUAGES\XAMPP\mysql\data\ibtmp1' size is now 12 MB.
2025-03-17 17:38:30 0 [Note] InnoDB: Waiting for purge to start
2025-03-17 17:38:30 0 [Note] InnoDB: 10.4.32 started; log sequence number 300315; transaction id 170
2025-03-17 17:38:30 0 [Note] InnoDB: Loading buffer pool(s) from D:\PROGRAMMING LANGUAGES\XAMPP\mysql\data\ib_buffer_pool
2025-03-17 17:38:30 0 [Note] Plugin 'FEEDBACK' is disabled.
2025-03-17 17:38:30 0 [Note] Server socket created on IP: '::'.
2025-03-17 18:29:12 0 [Note] Starting MariaDB 10.4.32-MariaDB source revision c4143f909528e3fab0677a28631d10389354c491 as process 8696
2025-03-17 18:29:12 0 [Note] InnoDB: Mutexes and rw_locks use Windows interlocked functions
2025-03-17 18:29:12 0 [Note] InnoDB: Uses event mutexes
2025-03-17 18:29:12 0 [Note] InnoDB: Compressed tables use zlib 1.3
2025-03-17 18:29:12 0 [Note] InnoDB: Number of pools: 1
2025-03-17 18:29:12 0 [Note] InnoDB: Using SSE2 crc32 instructions
2025-03-17 18:29:12 0 [Note] InnoDB: Initializing buffer pool, total size = 16M, instances = 1, chunk size = 16M
2025-03-17 18:29:12 0 [Note] InnoDB: Completed initialization of buffer pool
2025-03-17 18:29:12 0 [Note] InnoDB: Starting crash recovery from checkpoint LSN=300306
2025-03-17 18:29:12 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=253] with future log sequence number 304086
2025-03-17 18:29:12 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=354] with future log sequence number 303278
2025-03-17 18:29:12 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=216] with future log sequence number 303234
2025-03-17 18:29:12 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=353] with future log sequence number 303234
2025-03-17 18:29:12 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=215] with future log sequence number 303190
2025-03-17 18:29:12 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=352] with future log sequence number 303190
2025-03-17 18:29:12 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=214] with future log sequence number 303146
2025-03-17 18:29:12 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=351] with future log sequence number 303146
2025-03-17 18:29:12 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=213] with future log sequence number 303086
2025-03-17 18:29:12 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=350] with future log sequence number 303086
2025-03-17 18:29:12 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=212] with future log sequence number 303042
2025-03-17 18:29:12 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=349] with future log sequence number 303042
2025-03-17 18:29:12 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=211] with future log sequence number 302998
2025-03-17 18:29:12 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=348] with future log sequence number 302998
2025-03-17 18:29:12 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=210] with future log sequence number 302954
2025-03-17 18:29:12 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=347] with future log sequence number 302954
2025-03-17 18:29:12 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=209] with future log sequence number 302910
2025-03-17 18:29:12 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=346] with future log sequence number 302910
2025-03-17 18:29:12 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=208] with future log sequence number 302866
2025-03-17 18:29:12 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=345] with future log sequence number 302866
2025-03-17 18:29:12 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=207] with future log sequence number 302822
2025-03-17 18:29:12 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=344] with future log sequence number 302822
2025-03-17 18:29:12 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=206] with future log sequence number 302778
2025-03-17 18:29:12 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=343] with future log sequence number 302778
2025-03-17 18:29:12 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=205] with future log sequence number 302734
2025-03-17 18:29:12 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=342] with future log sequence number 302734
2025-03-17 18:29:12 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=204] with future log sequence number 302690
2025-03-17 18:29:12 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=341] with future log sequence number 302690
2025-03-17 18:29:12 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=203] with future log sequence number 302646
2025-03-17 18:29:12 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=340] with future log sequence number 302646
2025-03-17 18:29:12 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=202] with future log sequence number 302586
2025-03-17 18:29:12 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=339] with future log sequence number 302586
2025-03-17 18:29:12 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=201] with future log sequence number 302542
2025-03-17 18:29:12 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=338] with future log sequence number 302542
2025-03-17 18:29:12 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=200] with future log sequence number 302498
2025-03-17 18:29:12 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=337] with future log sequence number 302498
2025-03-17 18:29:12 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=199] with future log sequence number 302454
2025-03-17 18:29:12 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=336] with future log sequence number 302454
2025-03-17 18:29:12 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=198] with future log sequence number 302410
2025-03-17 18:29:12 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=335] with future log sequence number 302410
2025-03-17 18:29:12 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=197] with future log sequence number 302366
2025-03-17 18:29:12 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=334] with future log sequence number 302366
2025-03-17 18:29:12 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=196] with future log sequence number 302322
2025-03-17 18:29:12 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=333] with future log sequence number 302322
2025-03-17 18:29:12 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=195] with future log sequence number 302278
2025-03-17 18:29:12 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=199] with future log sequence number 307171
2025-03-17 18:29:12 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=9, page number=3] with future log sequence number 307191
2025-03-17 18:29:12 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=336] with future log sequence number 307171
2025-03-17 18:29:12 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=197] with future log sequence number 306652
2025-03-17 18:29:12 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=2, page number=3] with future log sequence number 306930
2025-03-17 18:29:12 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=334] with future log sequence number 306652
2025-03-17 18:29:12 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=196] with future log sequence number 306017
2025-03-17 18:29:12 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=1, page number=3] with future log sequence number 306890
2025-03-17 18:29:12 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=333] with future log sequence number 306017
2025-03-17 18:29:12 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=195] with future log sequence number 305764
2025-03-17 18:29:12 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=24, page number=3] with future log sequence number 305688
2025-03-17 18:29:12 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=24, page number=2] with future log sequence number 305688
2025-03-17 18:29:12 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=12] with future log sequence number 306672
2025-03-17 18:29:12 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=11] with future log sequence number 306936
2025-03-17 18:29:12 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=7] with future log sequence number 305140
2025-03-17 18:29:12 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=308] with future log sequence number 306730
2025-03-17 18:29:12 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=307] with future log sequence number 306709
2025-03-17 18:29:12 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=10] with future log sequence number 306850
2025-03-17 18:29:12 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=9] with future log sequence number 304609
2025-03-17 18:29:12 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=8] with future log sequence number 306770
2025-03-17 18:29:12 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=332] with future log sequence number 305764
2025-03-17 18:29:12 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=24, page number=1] with future log sequence number 304410
2025-03-17 18:29:12 0 [ERROR] InnoDB: Page [page id: space=0, page number=7] log sequence number 305140 is in the future! Current system log sequence number 300324.
2025-03-17 18:29:12 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2025-03-17 18:29:12 0 [ERROR] InnoDB: Page [page id: space=0, page number=11] log sequence number 306936 is in the future! Current system log sequence number 300324.
2025-03-17 18:29:12 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2025-03-17 18:29:12 0 [ERROR] InnoDB: Page [page id: space=0, page number=6] log sequence number 300956 is in the future! Current system log sequence number 300324.
2025-03-17 18:29:12 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2025-03-17 18:29:12 0 [ERROR] InnoDB: Page [page id: space=0, page number=301] log sequence number 300956 is in the future! Current system log sequence number 300324.
2025-03-17 18:29:12 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2025-03-17 18:29:12 0 [ERROR] InnoDB: Page [page id: space=0, page number=45] log sequence number 300995 is in the future! Current system log sequence number 300324.
2025-03-17 18:29:12 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2025-03-17 18:29:12 0 [ERROR] InnoDB: Page [page id: space=0, page number=306] log sequence number 300995 is in the future! Current system log sequence number 300324.
2025-03-17 18:29:12 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2025-03-17 18:29:12 0 [ERROR] InnoDB: Page [page id: space=0, page number=46] log sequence number 301034 is in the future! Current system log sequence number 300324.
2025-03-17 18:29:12 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2025-03-17 18:29:12 0 [ERROR] InnoDB: Page [page id: space=0, page number=309] log sequence number 301034 is in the future! Current system log sequence number 300324.
2025-03-17 18:29:12 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2025-03-17 18:29:12 0 [ERROR] InnoDB: Page [page id: space=0, page number=47] log sequence number 301128 is in the future! Current system log sequence number 300324.
2025-03-17 18:29:12 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2025-03-17 18:29:12 0 [ERROR] InnoDB: Page [page id: space=0, page number=311] log sequence number 301128 is in the future! Current system log sequence number 300324.
2025-03-17 18:29:12 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2025-03-17 18:29:12 0 [ERROR] InnoDB: Page [page id: space=0, page number=48] log sequence number 301206 is in the future! Current system log sequence number 300324.
2025-03-17 18:29:12 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2025-03-17 18:29:12 0 [ERROR] InnoDB: Page [page id: space=0, page number=312] log sequence number 301206 is in the future! Current system log sequence number 300324.
2025-03-17 18:29:12 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2025-03-17 18:29:12 0 [ERROR] InnoDB: Page [page id: space=0, page number=49] log sequence number 301284 is in the future! Current system log sequence number 300324.
2025-03-17 18:29:12 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2025-03-17 18:29:12 0 [ERROR] InnoDB: Page [page id: space=0, page number=313] log sequence number 301284 is in the future! Current system log sequence number 300324.
2025-03-17 18:29:12 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2025-03-17 18:29:12 0 [ERROR] InnoDB: Page [page id: space=0, page number=50] log sequence number 301401 is in the future! Current system log sequence number 300324.
2025-03-17 18:29:12 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
